DateID,Date,Month,Quarter,Year
45,2023-11-07 23:14:03.729749,November,4,2023
46,2024-03-26 23:14:03.729749,March,1,2024
47,2024-03-26 23:14:03.729749,March,1,2024
48,2024-06-12 23:14:03.729749,June,2,2024
49,2023-05-18 23:14:03.729749,May,2,2023
50,2024-01-04 23:14:03.729749,January,1,2024
51,2024-04-26 23:14:03.729749,April,2,2024
52,2023-11-19 23:14:03.729749,November,4,2023
53,2022-11-08 23:14:03.729749,November,4,2022
54,2023-03-11 23:14:03.729749,March,1,2023
55,2023-09-25 23:14:03.729749,September,3,2023
56,2023-06-28 23:14:03.729749,June,2,2023
57,2024-06-17 23:14:03.729749,June,2,2024
58,2023-03-01 23:14:03.729749,March,1,2023
59,2022-12-13 23:14:03.729749,December,4,2022
60,2023-07-02 23:14:03.729749,July,3,2023
61,2023-08-02 23:14:03.729749,August,3,2023
62,2024-03-04 23:14:03.729749,March,1,2024
63,2023-10-02 23:14:03.729749,October,4,2023
64,2023-07-26 23:14:03.729749,July,3,2023
65,2022-12-03 23:14:03.729749,December,4,2022
66,2022-12-05 23:14:03.729749,December,4,2022
67,2023-09-05 23:14:03.729749,September,3,2023
68,2023-09-15 23:14:03.729749,September,3,2023
69,2022-12-22 23:14:03.729749,December,4,2022
70,2024-08-03 23:14:03.729749,August,3,2024
71,2024-03-28 23:14:03.729749,March,1,2024
72,2024-06-28 23:14:03.729749,June,2,2024
73,2023-07-11 23:14:03.729749,July,3,2023
74,2024-03-07 23:14:03.729749,March,1,2024
75,2023-06-17 23:14:03.729749,June,2,2023
76,2023-12-25 23:14:03.729749,December,4,2023
77,2023-10-03 23:14:03.729749,October,4,2023
78,2023-08-18 23:14:03.729749,August,3,2023
79,2023-03-11 23:14:03.729749,March,1,2023
80,2024-07-03 23:14:03.729749,July,3,2024
81,2023-06-18 23:14:03.729749,June,2,2023
82,2023-02-26 23:14:03.729749,February,1,2023
83,2023-04-02 23:14:03.729749,April,2,2023
84,2024-01-30 23:14:03.729749,January,1,2024
85,2024-07-13 23:14:03.729749,July,3,2024
86,2023-12-16 23:14:03.729749,December,4,2023
87,2022-10-16 23:14:03.729749,October,4,2022
88,2023-10-24 23:14:03.729749,October,4,2023
89,2024-09-02 23:14:03.729749,September,3,2024
90,2024-08-17 23:14:03.729749,August,3,2024
91,2024-08-03 23:14:03.729749,August,3,2024
92,2023-10-19 23:14:03.729749,October,4,2023
93,2022-11-02 23:14:03.729749,November,4,2022
94,2024-07-01 23:14:03.729749,July,3,2024
95,2024-03-09 23:14:03.729749,March,1,2024
96,2024-08-26 23:14:03.729749,August,3,2024
97,2023-06-16 23:14:03.729749,June,2,2023
98,2023-05-07 23:14:03.729749,May,2,2023
99,2023-10-11 23:14:03.729749,October,4,2023
100,2023-10-11 23:14:03.729749,October,4,2023
101,2024-07-25 23:14:03.729749,July,3,2024
102,2024-05-26 23:14:03.729749,May,2,2024
103,2024-08-15 23:14:03.729749,August,3,2024
104,2023-02-15 23:14:03.729749,February,1,2023
105,2023-07-05 23:14:03.729749,July,3,2023
106,2023-08-07 23:14:03.729749,August,3,2023
107,2024-06-05 23:14:03.729749,June,2,2024
108,2024-07-19 23:14:03.729749,July,3,2024
109,2023-01-29 23:14:03.729749,January,1,2023
110,2024-02-25 23:14:03.729749,February,1,2024
111,2023-10-26 23:14:03.729749,October,4,2023
112,2024-06-11 23:14:03.729749,June,2,2024
113,2022-11-12 23:14:03.729749,November,4,2022
114,2024-07-16 23:14:03.729749,July,3,2024
115,2023-11-12 23:14:03.729749,November,4,2023
116,2022-12-02 23:14:03.729749,December,4,2022
117,2024-08-07 23:14:03.729749,August,3,2024
118,2023-08-24 23:14:03.729749,August,3,2023
119,2024-07-06 23:14:03.729749,July,3,2024
120,2023-11-18 23:14:03.729749,November,4,2023
121,2024-02-14 23:14:03.729749,February,1,2024
122,2023-02-19 23:14:03.729749,February,1,2023
123,2023-03-22 23:14:03.729749,March,1,2023
124,2024-09-02 23:14:03.729749,September,3,2024
125,2023-02-06 23:14:03.729749,February,1,2023
126,2023-12-11 23:14:03.729749,December,4,2023
127,2023-06-12 23:14:03.729749,June,2,2023
128,2023-10-02 23:14:03.729749,October,4,2023
129,2024-04-03 23:14:03.729749,April,2,2024
130,2023-02-23 23:14:03.729749,February,1,2023
131,2023-01-12 23:14:03.729749,January,1,2023
132,2022-10-17 23:14:03.729749,October,4,2022
133,2024-09-25 23:14:03.729749,September,3,2024
134,2023-12-23 23:14:03.729749,December,4,2023
135,2024-05-12 23:14:03.729749,May,2,2024
136,2023-07-15 23:14:03.729749,July,3,2023
137,2024-04-06 23:14:03.729749,April,2,2024
138,2024-04-23 23:14:03.729749,April,2,2024
139,2024-09-19 23:14:03.729749,September,3,2024
140,2024-02-18 23:14:03.729749,February,1,2024
141,2024-02-07 23:14:03.729749,February,1,2024
142,2023-10-05 23:14:03.729749,October,4,2023
143,2024-07-19 23:14:03.729749,July,3,2024
144,2023-01-15 23:14:03.729749,January,1,2023
145,2023-05-04 23:14:03.729749,May,2,2023
146,2023-05-16 23:14:03.729749,May,2,2023
147,2023-06-11 23:14:03.729749,June,2,2023
148,2023-03-03 23:14:03.729749,March,1,2023
149,2023-10-08 23:14:03.729749,October,4,2023
150,2023-12-21 23:14:03.729749,December,4,2023
151,2023-10-01 23:14:03.729749,October,4,2023
152,2024-05-11 23:14:03.729749,May,2,2024
153,2024-08-07 23:14:03.729749,August,3,2024
154,2024-05-14 23:14:03.729749,May,2,2024
155,2023-04-04 23:14:03.729749,April,2,2023
156,2024-01-23 23:14:03.729749,January,1,2024
157,2022-11-18 23:14:03.729749,November,4,2022
158,2023-11-26 23:14:03.729749,November,4,2023
159,2024-08-14 23:14:03.729749,August,3,2024
160,2024-06-20 23:14:03.729749,June,2,2024
161,2024-01-19 23:14:03.729749,January,1,2024
162,2024-09-08 23:14:03.729749,September,3,2024
163,2023-10-25 23:14:03.729749,October,4,2023
164,2023-04-15 23:14:03.729749,April,2,2023
165,2024-04-04 23:14:03.729749,April,2,2024
166,2022-12-03 23:14:03.729749,December,4,2022
167,2022-12-09 23:14:03.729749,December,4,2022
168,2023-04-13 23:14:03.729749,April,2,2023
169,2024-02-09 23:14:03.729749,February,1,2024
170,2023-06-06 23:14:03.729749,June,2,2023
171,2023-11-07 23:14:03.729749,November,4,2023
172,2024-04-23 23:14:03.729749,April,2,2024
173,2024-06-21 23:14:03.729749,June,2,2024
174,2023-05-06 23:14:03.729749,May,2,2023
175,2024-01-16 23:14:03.729749,January,1,2024
176,2023-07-23 23:14:03.729749,July,3,2023
177,2024-09-18 23:14:03.729749,September,3,2024
178,2024-06-03 23:14:03.729749,June,2,2024
179,2024-04-07 23:14:03.729749,April,2,2024
180,2024-06-24 23:14:03.729749,June,2,2024
181,2024-09-14 23:14:03.729749,September,3,2024
182,2023-07-18 23:14:03.729749,July,3,2023
183,2023-07-17 23:14:03.729749,July,3,2023
184,2023-04-11 23:14:03.729749,April,2,2023
185,2023-05-19 23:14:03.729749,May,2,2023
186,2023-01-02 23:14:03.729749,January,1,2023
187,2022-12-13 23:14:03.729749,December,4,2022
188,2023-03-14 23:14:03.729749,March,1,2023
189,2024-09-16 23:14:03.729749,September,3,2024
190,2024-05-28 23:14:03.729749,May,2,2024
191,2023-06-15 23:14:03.729749,June,2,2023
192,2023-08-08 23:14:03.729749,August,3,2023
193,2023-08-22 23:14:03.729749,August,3,2023
194,2024-04-30 23:14:03.729749,April,2,2024
195,2024-09-14 23:14:03.729749,September,3,2024
196,2024-04-06 23:14:03.729749,April,2,2024
197,2023-12-17 23:14:03.729749,December,4,2023
198,2024-09-06 23:14:03.729749,September,3,2024
199,2023-07-26 23:14:03.729749,July,3,2023
200,2023-12-03 23:14:03.729749,December,4,2023
201,2024-07-12 23:14:03.729749,July,3,2024
202,2023-01-14 23:14:03.729749,January,1,2023
203,2022-10-23 23:14:03.729749,October,4,2022
204,2024-06-30 23:14:03.729749,June,2,2024
205,2023-01-05 23:14:03.729749,January,1,2023
206,2024-09-07 23:14:03.729749,September,3,2024
207,2023-02-02 23:14:03.729749,February,1,2023
208,2024-07-14 23:14:03.729749,July,3,2024
209,2022-11-03 23:14:03.729749,November,4,2022
210,2024-08-11 23:14:03.729749,August,3,2024
211,2023-02-02 23:14:03.729749,February,1,2023
212,2024-09-04 23:14:03.729749,September,3,2024
213,2024-03-14 23:14:03.729749,March,1,2024
214,2023-06-20 23:14:03.729749,June,2,2023
215,2023-08-19 23:14:03.729749,August,3,2023
216,2024-09-04 23:14:03.729749,September,3,2024
217,2024-02-21 23:14:03.729749,February,1,2024
218,2022-12-21 23:14:03.729749,December,4,2022
219,2024-08-17 23:14:03.729749,August,3,2024
220,2023-05-04 23:14:03.729749,May,2,2023
221,2023-11-06 23:14:03.729749,November,4,2023
222,2023-11-06 23:14:03.729749,November,4,2023
223,2023-01-28 23:14:03.729749,January,1,2023
224,2023-07-28 23:14:03.729749,July,3,2023
225,2024-05-10 23:14:03.729749,May,2,2024
226,2024-03-14 23:14:03.729749,March,1,2024
227,2023-04-13 23:14:03.729749,April,2,2023
228,2023-12-28 23:14:03.729749,December,4,2023
229,2024-07-07 23:14:03.729749,July,3,2024
230,2024-01-01 23:14:03.729749,January,1,2024
231,2024-03-23 23:14:03.729749,March,1,2024
232,2023-02-07 23:14:03.729749,February,1,2023
233,2023-03-26 23:14:03.729749,March,1,2023
234,2024-05-12 23:14:03.729749,May,2,2024
235,2023-07-31 23:14:03.729749,July,3,2023
236,2024-10-07 23:14:03.729749,October,4,2024
237,2024-06-28 23:14:03.729749,June,2,2024
238,2023-12-16 23:14:03.729749,December,4,2023
239,2023-06-11 23:14:03.729749,June,2,2023
240,2023-09-24 23:14:03.729749,September,3,2023
241,2024-01-24 23:14:03.729749,January,1,2024
242,2023-10-07 23:14:03.729749,October,4,2023
243,2023-06-14 23:14:03.729749,June,2,2023
244,2024-08-30 23:14:03.729749,August,3,2024
245,2024-09-18 23:14:03.729749,September,3,2024
246,2024-04-12 23:14:03.729749,April,2,2024
247,2022-11-30 23:14:03.729749,November,4,2022
248,2022-10-18 23:14:03.729749,October,4,2022
249,2024-05-10 23:14:03.729749,May,2,2024
250,2024-01-20 23:14:03.729749,January,1,2024
251,2024-07-25 23:14:03.729749,July,3,2024
252,2024-08-14 23:14:03.729749,August,3,2024
253,2023-01-19 23:14:03.729749,January,1,2023
254,2024-05-15 23:14:03.729749,May,2,2024
255,2024-02-28 23:14:03.729749,February,1,2024
256,2022-12-25 23:14:03.729749,December,4,2022
257,2023-02-22 23:14:03.729749,February,1,2023
258,2023-07-21 23:14:03.729749,July,3,2023
259,2024-01-28 23:14:03.729749,January,1,2024
260,2023-09-27 23:14:03.729749,September,3,2023
261,2023-01-10 23:14:03.729749,January,1,2023
262,2022-11-18 23:14:03.729749,November,4,2022
263,2023-01-02 23:14:03.729749,January,1,2023
264,2023-02-01 23:14:03.729749,February,1,2023
265,2024-04-02 23:14:03.729749,April,2,2024
266,2024-02-09 23:14:03.729749,February,1,2024
267,2023-08-31 23:14:03.729749,August,3,2023
268,2022-11-21 23:14:03.729749,November,4,2022
269,2023-07-24 23:14:03.729749,July,3,2023
270,2023-06-23 23:14:03.729749,June,2,2023
271,2023-03-08 23:14:03.729749,March,1,2023
272,2022-12-28 23:14:03.729749,December,4,2022
273,2023-11-05 23:14:03.729749,November,4,2023
274,2022-12-26 23:14:03.729749,December,4,2022
275,2022-11-13 23:14:03.729749,November,4,2022
276,2023-08-18 23:14:03.729749,August,3,2023
277,2023-10-16 23:14:03.729749,October,4,2023
278,2024-01-05 23:14:03.729749,January,1,2024
279,2023-04-04 23:14:03.729749,April,2,2023
280,2024-01-18 23:14:03.729749,January,1,2024
281,2022-11-19 23:14:03.729749,November,4,2022
282,2023-01-04 23:14:03.729749,January,1,2023
283,2022-10-24 23:14:03.729749,October,4,2022
284,2024-02-16 23:14:03.729749,February,1,2024
285,2023-06-19 23:14:03.729749,June,2,2023
286,2023-07-22 23:14:03.729749,July,3,2023
287,2023-10-06 23:14:03.729749,October,4,2023
288,2022-12-23 23:14:03.729749,December,4,2022
289,2023-07-15 23:14:03.729749,July,3,2023
290,2023-03-31 23:14:03.729749,March,1,2023
291,2024-07-22 23:14:03.729749,July,3,2024
292,2023-11-01 23:14:03.729749,November,4,2023
293,2023-08-04 23:14:03.729749,August,3,2023
294,2024-05-27 23:14:03.729749,May,2,2024
295,2024-02-09 23:14:03.729749,February,1,2024
296,2023-03-28 23:14:03.729749,March,1,2023
297,2023-12-02 23:14:03.729749,December,4,2023
298,2023-01-04 23:14:03.729749,January,1,2023
299,2023-05-17 23:14:03.729749,May,2,2023
300,2023-07-08 23:14:03.729749,July,3,2023
301,2024-06-20 23:14:03.729749,June,2,2024
302,2022-12-06 23:14:03.729749,December,4,2022
303,2023-07-02 23:14:03.729749,July,3,2023
304,2023-08-31 23:14:03.729749,August,3,2023
305,2024-05-26 23:14:03.729749,May,2,2024
306,2023-03-04 23:14:03.729749,March,1,2023
307,2024-07-07 23:14:03.729749,July,3,2024
308,2023-02-20 23:14:03.729749,February,1,2023
309,2023-04-16 23:14:03.729749,April,2,2023
310,2023-11-22 23:14:03.729749,November,4,2023
311,2023-05-01 23:14:03.729749,May,2,2023
312,2023-01-05 23:14:03.729749,January,1,2023
313,2023-08-15 23:14:03.729749,August,3,2023
314,2024-05-14 23:14:03.729749,May,2,2024
315,2024-06-14 23:14:03.729749,June,2,2024
316,2023-03-23 23:14:03.729749,March,1,2023
317,2024-04-18 23:14:03.729749,April,2,2024
318,2023-01-23 23:14:03.729749,January,1,2023
319,2023-12-09 23:14:03.729749,December,4,2023
320,2023-08-27 23:14:03.729749,August,3,2023
321,2023-01-04 23:14:03.729749,January,1,2023
322,2024-02-17 23:14:03.729749,February,1,2024
323,2023-12-31 23:14:03.729749,December,4,2023
324,2023-01-16 23:14:03.729749,January,1,2023
325,2023-10-04 23:14:03.729749,October,4,2023
326,2024-01-29 23:14:03.729749,January,1,2024
327,2024-09-10 23:14:03.729749,September,3,2024
328,2023-10-22 23:14:03.729749,October,4,2023
329,2023-03-13 23:14:03.729749,March,1,2023
330,2024-01-16 23:14:03.729749,January,1,2024
331,2022-12-16 23:14:03.729749,December,4,2022
332,2023-05-26 23:14:03.729749,May,2,2023
333,2023-01-29 23:14:03.729749,January,1,2023
334,2023-04-28 23:14:03.729749,April,2,2023
335,2024-07-20 23:14:03.729749,July,3,2024
336,2023-03-24 23:14:03.729749,March,1,2023
337,2023-01-22 23:14:03.729749,January,1,2023
338,2022-12-25 23:14:03.729749,December,4,2022
339,2023-12-21 23:14:03.729749,December,4,2023
340,2024-04-22 23:14:03.729749,April,2,2024
341,2022-12-11 23:14:03.729749,December,4,2022
342,2023-02-08 23:14:03.729749,February,1,2023
343,2023-08-22 23:14:03.729749,August,3,2023
344,2023-09-14 23:14:03.729749,September,3,2023
345,2023-04-25 23:14:03.729749,April,2,2023
346,2024-06-14 23:14:03.729749,June,2,2024
347,2024-09-20 23:14:03.729749,September,3,2024
348,2023-10-12 23:14:03.729749,October,4,2023
349,2023-09-30 23:14:03.729749,September,3,2023
350,2022-11-27 23:14:03.729749,November,4,2022
351,2023-11-07 23:14:03.729749,November,4,2023
352,2023-01-02 23:14:03.729749,January,1,2023
353,2024-04-15 23:14:03.729749,April,2,2024
354,2024-05-27 23:14:03.729749,May,2,2024
355,2023-04-13 23:14:03.729749,April,2,2023
356,2024-04-18 23:14:03.729749,April,2,2024
357,2023-02-23 23:14:03.729749,February,1,2023
358,2024-07-22 23:14:03.729749,July,3,2024
359,2023-12-21 23:14:03.729749,December,4,2023
360,2024-01-04 23:14:03.729749,January,1,2024
361,2023-10-09 23:14:03.729749,October,4,2023
362,2024-04-05 23:14:03.729749,April,2,2024
363,2023-11-24 23:14:03.729749,November,4,2023
364,2023-11-13 23:14:03.729749,November,4,2023
365,2024-05-29 23:14:03.729749,May,2,2024
366,2024-03-25 23:14:03.729749,March,1,2024
367,2022-11-09 23:14:03.729749,November,4,2022
368,2023-05-17 23:14:03.729749,May,2,2023
369,2024-01-19 23:14:03.729749,January,1,2024
370,2023-07-05 23:14:03.729749,July,3,2023
371,2024-06-18 23:14:03.729749,June,2,2024
372,2024-06-24 23:14:03.729749,June,2,2024
373,2023-04-09 23:14:03.729749,April,2,2023
374,2022-12-17 23:14:03.729749,December,4,2022
375,2023-11-22 23:14:03.729749,November,4,2023
376,2023-08-30 23:14:03.729749,August,3,2023
377,2024-02-13 23:14:03.729749,February,1,2024
378,2023-05-13 23:14:03.729749,May,2,2023
379,2023-01-08 23:14:03.729749,January,1,2023
380,2024-08-15 23:14:03.729749,August,3,2024
381,2023-03-16 23:14:03.729749,March,1,2023
382,2024-06-01 23:14:03.729749,June,2,2024
383,2024-06-21 23:14:03.729749,June,2,2024
384,2023-06-28 23:14:03.729749,June,2,2023
385,2023-07-21 23:14:03.729749,July,3,2023
386,2023-12-13 23:14:03.729749,December,4,2023
387,2024-06-06 23:14:03.729749,June,2,2024
388,2023-01-10 23:14:03.729749,January,1,2023
389,2023-02-07 23:14:03.729749,February,1,2023
390,2023-02-22 23:14:03.729749,February,1,2023
391,2023-08-23 23:14:03.729749,August,3,2023
392,2022-11-14 23:14:03.729749,November,4,2022
393,2024-10-09 23:14:03.729749,October,4,2024
394,2024-06-13 23:14:03.729749,June,2,2024
395,2024-06-27 23:14:03.729749,June,2,2024
396,2024-04-24 23:14:03.729749,April,2,2024
397,2024-08-19 23:14:03.729749,August,3,2024
398,2023-01-31 23:14:03.729749,January,1,2023
399,2024-04-20 23:14:03.729749,April,2,2024
400,2023-09-18 23:14:03.729749,September,3,2023
401,2023-09-11 23:14:03.729749,September,3,2023
402,2024-06-06 23:14:03.729749,June,2,2024
403,2023-01-13 23:14:03.729749,January,1,2023
404,2023-04-27 23:14:03.729749,April,2,2023
405,2024-02-26 23:14:03.729749,February,1,2024
406,2024-06-04 23:14:03.729749,June,2,2024
407,2022-11-28 23:14:03.729749,November,4,2022
408,2024-02-18 23:14:03.729749,February,1,2024
409,2024-06-17 23:14:03.729749,June,2,2024
410,2024-02-09 23:14:03.729749,February,1,2024
411,2024-08-15 23:14:03.729749,August,3,2024
412,2023-12-14 23:14:03.729749,December,4,2023
413,2023-06-05 23:14:03.729749,June,2,2023
414,2023-10-18 23:14:03.729749,October,4,2023
415,2022-10-29 23:14:03.729749,October,4,2022
416,2023-11-23 23:14:03.729749,November,4,2023
417,2023-09-09 23:14:03.729749,September,3,2023
418,2022-11-08 23:14:03.729749,November,4,2022
419,2024-05-15 23:14:03.729749,May,2,2024
420,2023-04-15 23:14:03.729749,April,2,2023
421,2022-10-15 23:14:03.729749,October,4,2022
422,2023-05-27 23:14:03.729749,May,2,2023
423,2023-09-24 23:14:03.729749,September,3,2023
424,2022-10-14 23:14:03.729749,October,4,2022
425,2023-08-05 23:14:03.729749,August,3,2023
426,2023-10-26 23:14:03.729749,October,4,2023
427,2023-08-11 23:14:03.729749,August,3,2023
428,2023-09-03 23:14:03.729749,September,3,2023
429,2024-01-05 23:14:03.729749,January,1,2024
430,2023-07-09 23:14:03.729749,July,3,2023
431,2023-05-06 23:14:03.729749,May,2,2023
432,2024-04-30 23:14:03.729749,April,2,2024
433,2024-02-05 23:14:03.729749,February,1,2024
434,2023-08-18 23:14:03.729749,August,3,2023
435,2023-10-20 23:14:03.729749,October,4,2023
436,2022-12-04 23:14:03.729749,December,4,2022
437,2023-01-09 23:14:03.729749,January,1,2023
438,2023-11-14 23:14:03.729749,November,4,2023
439,2023-11-07 23:14:03.729749,November,4,2023
440,2023-07-30 23:14:03.729749,July,3,2023
441,2023-10-07 23:14:03.729749,October,4,2023
442,2023-01-31 23:14:03.729749,January,1,2023
443,2023-04-03 23:14:03.729749,April,2,2023
444,2023-12-23 23:14:03.729749,December,4,2023
445,2024-09-13 23:14:03.729749,September,3,2024
446,2023-09-15 23:14:03.729749,September,3,2023
447,2023-10-01 23:14:03.729749,October,4,2023
448,2023-10-31 23:14:03.729749,October,4,2023
449,2023-07-31 23:14:03.729749,July,3,2023
450,2023-03-14 23:14:03.729749,March,1,2023
451,2023-06-22 23:14:03.729749,June,2,2023
452,2023-08-31 23:14:03.729749,August,3,2023
453,2024-04-18 23:14:03.729749,April,2,2024
454,2023-08-01 23:14:03.729749,August,3,2023
455,2023-03-26 23:14:03.729749,March,1,2023
456,2023-07-17 23:14:03.729749,July,3,2023
457,2023-03-19 23:14:03.729749,March,1,2023
458,2023-01-03 23:14:03.729749,January,1,2023
459,2024-01-29 23:14:03.729749,January,1,2024
460,2023-08-21 23:14:03.729749,August,3,2023
461,2024-05-27 23:14:03.729749,May,2,2024
462,2024-06-13 23:14:03.729749,June,2,2024
463,2023-08-12 23:14:03.729749,August,3,2023
464,2024-05-23 23:14:03.729749,May,2,2024
465,2024-06-22 23:14:03.729749,June,2,2024
466,2024-08-26 23:14:03.729749,August,3,2024
467,2023-04-24 23:14:03.729749,April,2,2023
468,2022-10-22 23:14:03.729749,October,4,2022
469,2023-01-17 23:14:03.729749,January,1,2023
470,2023-02-13 23:14:03.729749,February,1,2023
471,2023-04-02 23:14:03.729749,April,2,2023
472,2024-04-02 23:14:03.729749,April,2,2024
473,2023-03-11 23:14:03.729749,March,1,2023
474,2023-12-05 23:14:03.729749,December,4,2023
475,2024-07-30 23:14:03.729749,July,3,2024
476,2024-02-10 23:14:03.729749,February,1,2024
477,2023-05-10 23:14:03.729749,May,2,2023
478,2023-09-19 23:14:03.729749,September,3,2023
479,2023-05-10 23:14:03.729749,May,2,2023
480,2023-03-04 23:14:03.729749,March,1,2023
481,2023-09-06 23:14:03.729749,September,3,2023
482,2023-05-02 23:14:03.729749,May,2,2023
483,2024-01-18 23:14:03.729749,January,1,2024
484,2024-10-09 23:14:03.729749,October,4,2024
485,2022-10-31 23:14:03.729749,October,4,2022
486,2023-08-05 23:14:03.729749,August,3,2023
487,2023-03-29 23:14:03.729749,March,1,2023
488,2022-12-29 23:14:03.729749,December,4,2022
489,2024-04-22 23:14:03.729749,April,2,2024
490,2023-10-12 23:14:03.729749,October,4,2023
491,2023-07-20 23:14:03.729749,July,3,2023
492,2023-04-11 23:14:03.729749,April,2,2023
493,2024-05-27 23:14:03.729749,May,2,2024
494,2024-04-29 23:14:03.729749,April,2,2024
495,2022-11-30 23:14:03.729749,November,4,2022
496,2023-12-30 23:14:03.729749,December,4,2023
497,2023-09-30 23:14:03.729749,September,3,2023
498,2024-05-02 23:14:03.729749,May,2,2024
499,2023-09-29 23:14:03.729749,September,3,2023
500,2023-08-04 23:14:03.729749,August,3,2023
501,2023-12-19 23:14:03.729749,December,4,2023
502,2024-03-18 23:14:03.729749,March,1,2024
503,2023-06-02 23:14:03.729749,June,2,2023
504,2023-10-17 23:14:03.729749,October,4,2023
505,2024-02-27 23:14:03.729749,February,1,2024
506,2024-03-03 23:14:03.729749,March,1,2024
507,2023-12-17 23:14:03.729749,December,4,2023
508,2022-12-07 23:14:03.729749,December,4,2022
509,2022-10-30 23:14:03.729749,October,4,2022
510,2024-04-17 23:14:03.729749,April,2,2024
511,2024-06-01 23:14:03.729749,June,2,2024
512,2024-02-23 23:14:03.729749,February,1,2024
513,2024-05-22 23:14:03.729749,May,2,2024
514,2024-05-31 23:14:03.729749,May,2,2024
515,2024-02-13 23:14:03.729749,February,1,2024
516,2024-01-03 23:14:03.729749,January,1,2024
517,2023-10-07 23:14:03.729749,October,4,2023
518,2022-12-24 23:14:03.729749,December,4,2022
519,2024-10-06 23:14:03.729749,October,4,2024
520,2022-10-29 23:14:03.729749,October,4,2022
521,2023-06-13 23:14:03.729749,June,2,2023
522,2024-07-23 23:14:03.729749,July,3,2024
523,2022-12-18 23:14:03.729749,December,4,2022
524,2023-11-05 23:14:03.729749,November,4,2023
525,2023-08-07 23:14:03.729749,August,3,2023
526,2023-08-03 23:14:03.729749,August,3,2023
527,2023-09-27 23:14:03.729749,September,3,2023
528,2023-03-10 23:14:03.729749,March,1,2023
529,2024-05-31 23:14:03.729749,May,2,2024
530,2023-04-03 23:14:03.729749,April,2,2023
531,2023-01-19 23:14:03.729749,January,1,2023
532,2023-08-24 23:14:03.729749,August,3,2023
533,2023-06-06 23:14:03.729749,June,2,2023
534,2023-08-11 23:14:03.729749,August,3,2023
535,2024-10-01 23:14:03.729749,October,4,2024
536,2024-02-29 23:14:03.729749,February,1,2024
537,2024-09-17 23:14:03.729749,September,3,2024
538,2024-04-21 23:14:03.729749,April,2,2024
539,2024-04-08 23:14:03.729749,April,2,2024
540,2024-10-03 23:14:03.729749,October,4,2024
541,2024-02-23 23:14:03.729749,February,1,2024
542,2024-02-05 23:14:03.729749,February,1,2024
543,2023-01-09 23:14:03.729749,January,1,2023
544,2023-04-19 23:14:03.729749,April,2,2023
545,2023-05-10 23:14:03.729749,May,2,2023
546,2024-02-18 23:14:03.729749,February,1,2024
547,2022-11-10 23:14:03.729749,November,4,2022
548,2024-02-09 23:14:03.729749,February,1,2024
549,2023-04-16 23:14:03.729749,April,2,2023
550,2024-03-13 23:14:03.729749,March,1,2024
551,2024-08-16 23:14:03.729749,August,3,2024
552,2022-12-16 23:14:03.729749,December,4,2022
553,2024-01-22 23:14:03.729749,January,1,2024
554,2023-01-09 23:14:03.729749,January,1,2023
555,2023-08-06 23:14:03.729749,August,3,2023
556,2023-12-31 23:14:03.729749,December,4,2023
557,2022-10-16 23:14:03.729749,October,4,2022
